"","iter","comparisons","p.vals"
"352","51","EVENNESS and GRP and LOCUS","0.0897637063704031"
"353","51","Ht and GRP and LOCUS","0.0934270249360549"
"354","51","Fis and GRP and LOCUS","0.835459881448"
"355","51","SHANNON_IDX and GRP and LOCUS","0.0448561785358023"
"356","51","value and variable and LOCUS","0.0492968977018185"
"357","51","hobs and Bay and locus","0.336659875125563"
"358","52","Hs and GRP and LOCUS","0.0131188277852148"
"359","52","EVENNESS and GRP and LOCUS","0.336659875125563"
"360","52","Ht and GRP and LOCUS","0.0131188277852148"
"361","52","Fis and GRP and LOCUS","0.869799821343359"
"362","52","SHANNON_IDX and GRP and LOCUS","0.00276220615651769"
"363","52","value and variable and LOCUS","0.0492968977018185"
"364","52","hobs and Bay and locus","0.336659875125563"
"365","53","Hs and GRP and LOCUS","0.0487299356050326"
"366","53","EVENNESS and GRP and LOCUS","0.0828379097643501"
"367","53","Ht and GRP and LOCUS","0.0487299356050326"
"368","53","Fis and GRP and LOCUS","0.455439844666619"
"369","53","SHANNON_IDX and GRP and LOCUS","0.0189021692495017"
"370","53","value and variable and LOCUS","0.0492968977018185"
"371","53","hobs and Bay and locus","0.336659875125563"
"372","54","Hs and GRP and LOCUS","0.00536564620896891"
"373","54","EVENNESS and GRP and LOCUS","0.164790383284819"
"374","54","Ht and GRP and LOCUS","0.00536564620896891"
"375","54","Fis and GRP and LOCUS","0.626823123978229"
"376","54","SHANNON_IDX and GRP and LOCUS","0.00193294950560112"
"377","54","value and variable and LOCUS","0.0492968977018185"
"378","54","hobs and Bay and locus","0.336659875125563"
"379","55","Hs and GRP and LOCUS","0.0201528883399488"
"380","55","EVENNESS and GRP and LOCUS","0.199148273471456"
"381","55","Ht and GRP and LOCUS","0.0201528883399488"
"382","55","Fis and GRP and LOCUS","0.886260168370955"
"383","55","SHANNON_IDX and GRP and LOCUS","0.0228997154167874"
"384","55","value and variable and LOCUS","0.0492968977018185"
"385","55","hobs and Bay and locus","0.336659875125563"
"386","56","Hs and GRP and LOCUS","0.0143006145659268"
"387","56","EVENNESS and GRP and LOCUS","0.0487299356050326"
"388","56","Ht and GRP and LOCUS","0.0143006145659268"
"389","56","Fis and GRP and LOCUS","0.735758882342885"
"390","56","SHANNON_IDX and GRP and LOCUS","0.000316669167522092"
"391","56","value and variable and LOCUS","0.0492968977018185"
"392","56","hobs and Bay and locus","0.336659875125563"
"393","57","Hs and GRP and LOCUS","0.0649600963068597"
"394","57","EVENNESS and GRP and LOCUS","0.123252075180644"
"395","57","Ht and GRP and LOCUS","0.0649600963068597"
"396","57","Fis and GRP and LOCUS","0.662627266206845"
"397","57","SHANNON_IDX and GRP and LOCUS","0.0649600963068597"
"398","57","value and variable and LOCUS","0.0492968977018185"
"399","57","hobs and Bay and locus","0.336659875125563"
"400","58","Hs and GRP and LOCUS","0.0364205813083916"
"401","58","EVENNESS and GRP and LOCUS","0.188222735655346"
"402","58","Ht and GRP and LOCUS","0.0364205813083916"
"403","58","Fis and GRP and LOCUS","0.938448064449895"
"404","58","SHANNON_IDX and GRP and LOCUS","0.0623614661317107"
"405","58","value and variable and LOCUS","0.0492968977018185"
"406","58","hobs and Bay and locus","0.336659875125563"
"407","59","Hs and GRP and LOCUS","0.0704686542640804"
"408","59","EVENNESS and GRP and LOCUS","0.0173512652366645"
"409","59","Ht and GRP and LOCUS","0.0704686542640804"
"410","59","Fis and GRP and LOCUS","0.412814903922792"
"411","59","SHANNON_IDX and GRP and LOCUS","0.0364205813083916"
"412","59","value and variable and LOCUS","0.0492968977018185"
"413","59","hobs and Bay and locus","0.336659875125563"
"414","60","Hs and GRP and LOCUS","0.218612540577137"
"415","60","EVENNESS and GRP and LOCUS","0.226855612372603"
"416","60","Ht and GRP and LOCUS","0.218612540577137"
"417","60","Fis and GRP and LOCUS","0.146842387825435"
"418","60","SHANNON_IDX and GRP and LOCUS","0.0265640143500164"
"419","60","value and variable and LOCUS","0.0492968977018185"
"420","60","hobs and Bay and locus","0.336659875125563"
"421","61","Hs and GRP and LOCUS","0.0214837703764402"
"422","61","EVENNESS and GRP and LOCUS","0.109524607815211"
"423","61","Ht and GRP and LOCUS","0.0214837703764402"
"424","61","Fis and GRP and LOCUS","0.968454457111835"
"425","61","SHANNON_IDX and GRP and LOCUS","0.0342026994087168"
"426","61","value and variable and LOCUS","0.0492968977018185"
"427","61","hobs and Bay and locus","0.336659875125563"
"428","62","Hs and GRP and LOCUS","0.0598617972613097"
"429","62","EVENNESS and GRP and LOCUS","0.426686588804465"
"430","62","Ht and GRP and LOCUS","0.0598617972613097"
"431","62","Fis and GRP and LOCUS","0.501049380114235"
"432","62","SHANNON_IDX and GRP and LOCUS","0.111709292816043"
"433","62","value and variable and LOCUS","0.0492968977018185"
"434","62","hobs and Bay and locus","0.336659875125563"
"435","63","Hs and GRP and LOCUS","0.013539864232611"
"436","63","EVENNESS and GRP and LOCUS","0.600494040036273"
"437","63","Ht and GRP and LOCUS","0.013539864232611"
"438","63","Fis and GRP and LOCUS","0.945022758337587"
"439","63","SHANNON_IDX and GRP and LOCUS","0.00989926910681374"
"440","63","value and variable and LOCUS","0.0492968977018185"
"441","63","hobs and Bay and locus","0.336659875125563"
"442","64","Hs and GRP and LOCUS","0.0775437841872948"
"443","64","EVENNESS and GRP and LOCUS","0.485521566081148"
"444","64","Ht and GRP and LOCUS","0.0775437841872948"
"445","64","Fis and GRP and LOCUS","0.781616286897203"
"446","64","SHANNON_IDX and GRP and LOCUS","0.0307923201650033"
"447","64","value and variable and LOCUS","0.0492968977018185"
"448","64","hobs and Bay and locus","0.336659875125563"
"449","65","Hs and GRP and LOCUS","0.0722249277936564"
"450","65","EVENNESS and GRP and LOCUS","0.181239851196556"
"451","65","Ht and GRP and LOCUS","0.0722249277936564"
"452","65","Fis and GRP and LOCUS","0.171201256709138"
"453","65","SHANNON_IDX and GRP and LOCUS","0.0779769994664841"
"454","65","value and variable and LOCUS","0.0492968977018185"
"455","65","hobs and Bay and locus","0.336659875125563"
"456","66","Hs and GRP and LOCUS","0.0529223551566082"
"457","66","EVENNESS and GRP and LOCUS","0.0233914865531657"
"458","66","Ht and GRP and LOCUS","0.0529223551566082"
"459","66","Fis and GRP and LOCUS","0.406005849709838"
"460","66","SHANNON_IDX and GRP and LOCUS","0.0271317298611501"
"461","66","value and variable and LOCUS","0.0492968977018185"
"462","66","hobs and Bay and locus","0.336659875125563"
"463","67","Hs and GRP and LOCUS","0.118020246474217"
"464","67","EVENNESS and GRP and LOCUS","0.330854184285252"
"465","67","Ht and GRP and LOCUS","0.118020246474217"
"466","67","Fis and GRP and LOCUS","0.574697205829804"
"467","67","SHANNON_IDX and GRP and LOCUS","0.00713717434483172"
"468","67","value and variable and LOCUS","0.0492968977018185"
"469","67","hobs and Bay and locus","0.336659875125563"
"470","68","Hs and GRP and LOCUS","0.0430316532079032"
"471","68","EVENNESS and GRP and LOCUS","0.0529223551566082"
"472","68","Ht and GRP and LOCUS","0.0430316532079032"
"473","68","Fis and GRP and LOCUS","0.886260168370955"
"474","68","SHANNON_IDX and GRP and LOCUS","0.0214837703764402"
"475","68","value and variable and LOCUS","0.0492968977018185"
"476","68","hobs and Bay and locus","0.336659875125563"
"477","69","Hs and GRP and LOCUS","0.0289061180327211"
"478","69","EVENNESS and GRP and LOCUS","0.253232594350385"
"479","69","Ht and GRP and LOCUS","0.0289061180327211"
"480","69","Fis and GRP and LOCUS","0.772482353507138"
"481","69","SHANNON_IDX and GRP and LOCUS","0.00411778171604263"
"482","69","value and variable and LOCUS","0.0492968977018185"
"483","69","hobs and Bay and locus","0.336659875125563"
"484","70","Hs and GRP and LOCUS","0.0636481899886552"
"485","70","EVENNESS and GRP and LOCUS","0.342547479826059"
"486","70","Ht and GRP and LOCUS","0.0636481899886552"
"487","70","Fis and GRP and LOCUS","0.878098617750442"
"488","70","SHANNON_IDX and GRP and LOCUS","0.0518430794796662"
"489","70","value and variable and LOCUS","0.0492968977018185"
"490","70","hobs and Bay and locus","0.336659875125563"
"491","71","Hs and GRP and LOCUS","0.0277111652553526"
"492","71","EVENNESS and GRP and LOCUS","0.360705887904675"
"493","71","Ht and GRP and LOCUS","0.0277111652553526"
"494","71","Fis and GRP and LOCUS","0.191803643784121"
"495","71","SHANNON_IDX and GRP and LOCUS","0.0610994809603327"
"496","71","value and variable and LOCUS","0.0492968977018185"
"497","71","hobs and Bay and locus","0.336659875125563"
"498","72","Hs and GRP and LOCUS","0.0507848371343393"
"499","72","EVENNESS and GRP and LOCUS","0.101177397134286"
"500","72","Ht and GRP and LOCUS","0.0507848371343393"
"501","72","Fis and GRP and LOCUS","0.181239851196556"
"502","72","SHANNON_IDX and GRP and LOCUS","0.0497472474179436"
"503","72","value and variable and LOCUS","0.0492968977018185"
"504","72","hobs and Bay and locus","0.336659875125563"
"505","73","Hs and GRP and LOCUS","0.00385336867817427"
"506","73","EVENNESS and GRP and LOCUS","0.174490384554541"
"507","73","Ht and GRP and LOCUS","0.00385336867817427"
"508","73","Fis and GRP and LOCUS","0.325129951470739"
"509","73","SHANNON_IDX and GRP and LOCUS","0.0395938086319509"
"510","73","value and variable and LOCUS","0.0492968977018185"
"511","73","hobs and Bay and locus","0.336659875125563"
"512","74","Hs and GRP and LOCUS","0.0507848371343393"
"513","74","EVENNESS and GRP and LOCUS","0.19544523061179"
"514","74","Ht and GRP and LOCUS","0.0507848371343393"
"515","74","Fis and GRP and LOCUS","0.253232594350385"
"516","74","SHANNON_IDX and GRP and LOCUS","0.0764173738576298"
"517","74","value and variable and LOCUS","0.0492968977018185"
"518","74","hobs and Bay and locus","0.336659875125563"
"519","75","Hs and GRP and LOCUS","0.0219460507809396"
"520","75","EVENNESS and GRP and LOCUS","0.0321151783444109"
"521","75","Ht and GRP and LOCUS","0.0219460507809396"
"522","75","Fis and GRP and LOCUS","0.336659875125563"
"523","75","SHANNON_IDX and GRP and LOCUS","0.0173512652366645"
"524","75","value and variable and LOCUS","0.0492968977018185"
"525","75","hobs and Bay and locus","0.336659875125563"
"526","76","Hs and GRP and LOCUS","0.0226764857711789"
"527","76","EVENNESS and GRP and LOCUS","0.171201256709138"
"528","76","Ht and GRP and LOCUS","0.0226764857711789"
"529","76","Fis and GRP and LOCUS","0.58323302328023"
"530","76","SHANNON_IDX and GRP and LOCUS","0.0120324595886251"
"531","76","value and variable and LOCUS","0.0492968977018185"
"532","76","hobs and Bay and locus","0.336659875125563"
"533","77","Hs and GRP and LOCUS","0.0105656548316982"
"534","77","EVENNESS and GRP and LOCUS","0.303037557719149"
"535","77","Ht and GRP and LOCUS","0.0105656548316982"
"536","77","Fis and GRP and LOCUS","0.549493168584713"
"537","77","SHANNON_IDX and GRP and LOCUS","0.0136973049162421"
"538","77","value and variable and LOCUS","0.0492968977018185"
"539","77","hobs and Bay and locus","0.336659875125563"
"540","78","Hs and GRP and LOCUS","0.0845206445489824"
"541","78","EVENNESS and GRP and LOCUS","0.155581143608583"
"542","78","Ht and GRP and LOCUS","0.0845206445489824"
"543","78","Fis and GRP and LOCUS","0.626823123978229"
"544","78","SHANNON_IDX and GRP and LOCUS","0.0238934807761042"
"545","78","value and variable and LOCUS","0.0492968977018185"
"546","78","hobs and Bay and locus","0.336659875125563"
"547","79","Hs and GRP and LOCUS","0.00653845570726248"
"548","79","EVENNESS and GRP and LOCUS","0.116200574410595"
"549","79","Ht and GRP and LOCUS","0.00653845570726248"
"550","79","Fis and GRP and LOCUS","0.325129951470739"
"551","79","SHANNON_IDX and GRP and LOCUS","0.0507848371343393"
"552","79","value and variable and LOCUS","0.0492968977018185"
"553","79","hobs and Bay and locus","0.336659875125563"
"554","80","Hs and GRP and LOCUS","0.075220497774424"
"555","80","EVENNESS and GRP and LOCUS","0.0131188277852148"
"556","80","Ht and GRP and LOCUS","0.075220497774424"
"557","80","Fis and GRP and LOCUS","0.37632087697544"
"558","80","SHANNON_IDX and GRP and LOCUS","0.0845206445489824"
"559","80","value and variable and LOCUS","0.0492968977018185"
"560","80","hobs and Bay and locus","0.336659875125563"
"561","81","Hs and GRP and LOCUS","0.0349271394436605"
"562","81","EVENNESS and GRP and LOCUS","0.210633915757466"
"563","81","Ht and GRP and LOCUS","0.0349271394436605"
"564","81","Fis and GRP and LOCUS","0.852837004517645"
"565","81","SHANNON_IDX and GRP and LOCUS","0.00762114947186746"
"566","81","value and variable and LOCUS","0.0492968977018185"
"567","81","hobs and Bay and locus","0.336659875125563"
"568","82","Hs and GRP and LOCUS","0.11393439951671"
"569","82","EVENNESS and GRP and LOCUS","0.0574576179173541"
"570","82","Ht and GRP and LOCUS","0.11393439951671"
"571","82","Fis and GRP and LOCUS","0.938448064449895"
"572","82","SHANNON_IDX and GRP and LOCUS","0.071913362764665"
"573","82","value and variable and LOCUS","0.0492968977018185"
"574","82","hobs and Bay and locus","0.336659875125563"
"575","83","Hs and GRP and LOCUS","0.0779769994664841"
"576","83","EVENNESS and GRP and LOCUS","0.0395938086319509"
"577","83","Ht and GRP and LOCUS","0.0779769994664841"
"578","83","Fis and GRP and LOCUS","0.455439844666619"
"579","83","SHANNON_IDX and GRP and LOCUS","0.0107973727672245"
"580","83","value and variable and LOCUS","0.0492968977018185"
"581","83","hobs and Bay and locus","0.336659875125563"
"582","84","Hs and GRP and LOCUS","0.086235489485618"
"583","84","EVENNESS and GRP and LOCUS","0.133269428345211"
"584","84","Ht and GRP and LOCUS","0.086235489485618"
"585","84","Fis and GRP and LOCUS","0.626823123978229"
"586","84","SHANNON_IDX and GRP and LOCUS","0.0430316532079032"
"587","84","value and variable and LOCUS","0.0492968977018185"
"588","84","hobs and Bay and locus","0.336659875125563"
"589","85","Hs and GRP and LOCUS","0.0897637063704031"
"590","85","EVENNESS and GRP and LOCUS","0.149704267613539"
"591","85","Ht and GRP and LOCUS","0.0897637063704031"
"592","85","Fis and GRP and LOCUS","0.524930946786104"
"593","85","SHANNON_IDX and GRP and LOCUS","0.0107973727672245"
"594","85","value and variable and LOCUS","0.0492968977018185"
"595","85","hobs and Bay and locus","0.336659875125563"
"596","86","Hs and GRP and LOCUS","0.109524607815211"
"597","86","EVENNESS and GRP and LOCUS","0.354570106759468"
"598","86","Ht and GRP and LOCUS","0.109524607815211"
"599","86","Fis and GRP and LOCUS","0.600494040036273"
"600","86","SHANNON_IDX and GRP and LOCUS","0.0477325328843162"
"601","86","value and variable and LOCUS","0.0492968977018185"
"602","86","hobs and Bay and locus","0.336659875125563"
"603","87","Hs and GRP and LOCUS","0.0497472474179436"
"604","87","EVENNESS and GRP and LOCUS","0.0636481899886552"
"605","87","Ht and GRP and LOCUS","0.0497472474179436"
"606","87","Fis and GRP and LOCUS","0.325129951470739"
"607","87","SHANNON_IDX and GRP and LOCUS","0.0412784006632408"
"608","87","value and variable and LOCUS","0.0492968977018185"
"609","87","hobs and Bay and locus","0.336659875125563"
"610","88","Hs and GRP and LOCUS","0.0318391625324578"
"611","88","EVENNESS and GRP and LOCUS","0.0828379097643501"
"612","88","Ht and GRP and LOCUS","0.0318391625324578"
"613","88","Fis and GRP and LOCUS","0.689886493136493"
"614","88","SHANNON_IDX and GRP and LOCUS","0.0210309391373491"
"615","88","value and variable and LOCUS","0.0492968977018185"
"616","88","hobs and Bay and locus","0.336659875125563"
"617","89","Hs and GRP and LOCUS","0.0295221069262744"
"618","89","EVENNESS and GRP and LOCUS","0.0277111652553526"
"619","89","Ht and GRP and LOCUS","0.0295221069262744"
"620","89","Fis and GRP and LOCUS","0.177836326498217"
"621","89","SHANNON_IDX and GRP and LOCUS","0.0307923201650033"
"622","89","value and variable and LOCUS","0.0492968977018185"
"623","89","hobs and Bay and locus","0.336659875125563"
"624","90","Hs and GRP and LOCUS","0.0649600963068597"
"625","90","EVENNESS and GRP and LOCUS","0.167968177159535"
"626","90","Ht and GRP and LOCUS","0.0649600963068597"
"627","90","Fis and GRP and LOCUS","0.591832713459856"
"628","90","SHANNON_IDX and GRP and LOCUS","0.123252075180644"
"629","90","value and variable and LOCUS","0.0492968977018185"
"630","90","hobs and Bay and locus","0.336659875125563"
"631","91","Hs and GRP and LOCUS","0.0507848371343393"
"632","91","EVENNESS and GRP and LOCUS","0.028302550089619"
"633","91","Ht and GRP and LOCUS","0.0507848371343393"
"634","91","Fis and GRP and LOCUS","0.386086014541581"
"635","91","SHANNON_IDX and GRP and LOCUS","0.0110340515814978"
"636","91","value and variable and LOCUS","0.0492968977018185"
"637","91","hobs and Bay and locus","0.336659875125563"
"638","92","Hs and GRP and LOCUS","0.0260077932161371"
"639","92","EVENNESS and GRP and LOCUS","0.210633915757466"
"640","92","Ht and GRP and LOCUS","0.0260077932161371"
"641","92","Fis and GRP and LOCUS","0.869799821343359"
"642","92","SHANNON_IDX and GRP and LOCUS","0.0314470416135344"
"643","92","value and variable and LOCUS","0.0492968977018185"
"644","92","hobs and Bay and locus","0.336659875125563"
"645","93","Hs and GRP and LOCUS","0.0477325328843162"
"646","93","EVENNESS and GRP and LOCUS","0.202913550166514"
"647","93","Ht and GRP and LOCUS","0.0477325328843162"
"648","93","Fis and GRP and LOCUS","0.566227349436926"
"649","93","SHANNON_IDX and GRP and LOCUS","0.107379704909595"
"650","93","value and variable and LOCUS","0.0492968977018185"
"651","93","hobs and Bay and locus","0.336659875125563"
"652","94","Hs and GRP and LOCUS","0.174490384554541"
"653","94","EVENNESS and GRP and LOCUS","0.386086014541581"
"654","94","Ht and GRP and LOCUS","0.174490384554541"
"655","94","Fis and GRP and LOCUS","0.516893147411009"
"656","94","SHANNON_IDX and GRP and LOCUS","0.146842387825435"
"657","94","value and variable and LOCUS","0.0492968977018185"
"658","94","hobs and Bay and locus","0.336659875125563"
"659","95","Hs and GRP and LOCUS","0.0239173405624704"
"660","95","EVENNESS and GRP and LOCUS","0.0733860569923959"
"661","95","Ht and GRP and LOCUS","0.0239173405624704"
"662","95","Fis and GRP and LOCUS","0.386086014541581"
"663","95","SHANNON_IDX and GRP and LOCUS","0.0265640143500164"
"664","95","value and variable and LOCUS","0.0492968977018185"
"665","95","hobs and Bay and locus","0.336659875125563"
"666","96","Hs and GRP and LOCUS","0.0205873722685556"
"667","96","EVENNESS and GRP and LOCUS","0.181239851196556"
"668","96","Ht and GRP and LOCUS","0.0205873722685556"
"669","96","Fis and GRP and LOCUS","0.524930946786104"
"670","96","SHANNON_IDX and GRP and LOCUS","0.0574576179173541"
"671","96","value and variable and LOCUS","0.0492968977018185"
"672","96","hobs and Bay and locus","0.336659875125563"
"673","97","Hs and GRP and LOCUS","0.0314470416135344"
"674","97","EVENNESS and GRP and LOCUS","0.0349271394436605"
"675","97","Ht and GRP and LOCUS","0.0314470416135344"
"676","97","Fis and GRP and LOCUS","0.754144995736277"
"677","97","SHANNON_IDX and GRP and LOCUS","0.0277111652553526"
"678","97","value and variable and LOCUS","0.0492968977018185"
"679","97","hobs and Bay and locus","0.336659875125563"
"680","98","Hs and GRP and LOCUS","0.086235489485618"
"681","98","EVENNESS and GRP and LOCUS","0.272249916505032"
"682","98","Ht and GRP and LOCUS","0.086235489485618"
"683","98","Fis and GRP and LOCUS","0.135888225400433"
"684","98","SHANNON_IDX and GRP and LOCUS","0.0219460507809396"
"685","98","value and variable and LOCUS","0.0492968977018185"
"686","98","hobs and Bay and locus","0.336659875125563"
"687","99","Hs and GRP and LOCUS","0.105273951437281"
"688","99","EVENNESS and GRP and LOCUS","0.354570106759468"
"689","99","Ht and GRP and LOCUS","0.105273951437281"
"690","99","Fis and GRP and LOCUS","0.386086014541581"
"691","99","SHANNON_IDX and GRP and LOCUS","0.0090743170611316"
"692","99","value and variable and LOCUS","0.0492968977018185"
"693","99","hobs and Bay and locus","0.336659875125563"
"694","100","Hs and GRP and LOCUS","0.0249289519526271"
"695","100","EVENNESS and GRP and LOCUS","0.373228025833499"
"696","100","Ht and GRP and LOCUS","0.0249289519526271"
"697","100","Fis and GRP and LOCUS","0.591832713459856"
"698","100","SHANNON_IDX and GRP and LOCUS","0.0205873722685556"
"699","100","value and variable and LOCUS","0.0492968977018185"
"700","100","hobs and Bay and locus","0.336659875125563"
